		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
		m	mm		LPS	m/s	m/km	
P929	00:00:00	83.31	203.00	90.08	1.69e-08	5.23e-10	6.86e-11	0.00
P930	00:00:00	78.95	203.00	88.20	5.99e-08	1.85e-09	2.00e-11	0.00
P931	00:00:00	248.40	203.00	87.08	5.43e-03	1.68e-04	4.17e-09	5.90e-04
P932	00:00:00	381.56	203.00	84.96	5.43e-03	1.68e-04	1.97e-09	2.79e-04
P933	00:00:00	130.54	305.00	87.95	49.02	0.67	3.26	0.04
P934	00:00:00	18.46	254.00	102.99	49.02	0.97	5.94	0.03
P935	00:00:00	152.13	305.00	100.05	36.74	0.50	1.51	0.04
P937	00:00:00	198.09	254.00	74.28	12.28	0.24	0.84	0.07
P938	00:00:00	168.95	254.00	74.48	10.32	0.20	0.60	0.07
P939	00:00:00	248.76	152.00	95.79	0.28	0.02	5.90e-03	0.07
P94	00:00:00	51.35	305.00	139.08	0.05	6.83e-04	4.01e-06	0.05
P940	00:00:00	187.99	152.00	99.28	0.22	0.01	3.36e-03	0.07
P941	00:00:00	142.58	152.00	79.37	0.03	1.53e-03	1.13e-04	0.15
P942	00:00:00	85.08	152.00	83.59	0.53	0.03	0.02	0.09
P943	00:00:00	84.21	76.00	86.77	0.36	0.08	0.32	0.08
P944	00:00:00	59.58	254.00	82.35	1.60	0.03	0.02	0.08
P946	00:00:00	143.03	102.00	98.06	0.20	0.02	0.02	0.07
P947	00:00:00	122.43	152.00	76.80	0.70	0.04	0.05	0.10
P948	00:00:00	74.71	152.00	104.85	1.77	0.10	0.15	0.05
P949	00:00:00	24.39	254.00	92.69	2.13	0.04	0.02	0.06
P95	00:00:00	50.70	305.00	118.43	0.28	3.90e-03	1.36e-04	0.05
P951	00:00:00	338.80	254.00	94.71	10.11	0.20	0.37	0.05
P953	00:00:00	495.66	254.00	85.41	7.17	0.14	0.24	0.06
P954	00:00:00	294.07	203.00	78.67	1.49	0.05	0.05	0.08
P955	00:00:00	131.74	102.00	85.18	0.28	0.03	0.05	0.09
P956	00:00:00	115.17	152.00	68.25	0.68	0.04	0.06	0.12
P957	00:00:00	51.05	152.00	98.15	0.05	2.87e-03	2.46e-04	0.09
P958	00:00:00	122.41	102.00	105.31	0.27	0.03	0.03	0.06
P959	00:00:00	123.42	102.00	98.22	0.17	0.02	0.02	0.07
P96	00:00:00	53.72	254.00	87.90	105.88	2.09	33.17	0.04
P961	00:00:00	234.55	203.00	85.65	5.01	0.15	0.36	0.06
P962	00:00:00	49.83	152.00	90.75	0.55	0.03	0.02	0.07
P963	00:00:00	93.54	203.00	85.53	7.66	0.24	0.80	0.06
P964	00:00:00	129.91	152.00	96.26	2.31	0.13	0.29	0.05
P965	00:00:00	135.06	203.00	93.94	4.95	0.15	0.30	0.05
P966	00:00:00	31.32	203.00	82.51	2.07	0.06	0.08	0.07
P967	00:00:00	207.54	203.00	82.11	1.11	0.03	0.02	0.08
P968	00:00:00	68.17	102.00	78.40	0.01	1.82e-03	2.56e-04	0.15
P969	00:00:00	149.16	203.00	86.27	0.69	0.02	9.06e-03	0.08
P97	00:00:00	24.41	610.00	88.90	192.73	0.66	1.38	0.04
P970	00:00:00	165.04	203.00	87.80	0.83	0.03	0.01	0.08
P971	00:00:00	136.94	152.00	77.83	2.42	0.13	0.46	0.08
P972	00:00:00	219.42	152.00	82.67	2.39	0.13	0.41	0.07
P973	00:00:00	164.68	203.00	71.93	5.70	0.18	0.64	0.08
P974	00:00:00	186.40	203.00	72.72	4.56	0.14	0.41	0.08
P975	00:00:00	159.56	152.00	74.72	1.89	0.10	0.32	0.09
P976	00:00:00	83.33	76.00	83.20	1.05	0.23	2.56	0.07
P977	00:00:00	45.98	102.00	102.43	0.61	0.07	0.15	0.05
P978	00:00:00	178.97	76.00	78.86	1.86	0.41	8.16	0.07
P98	00:00:00	174.53	610.00	71.75	193.04	0.66	2.06	0.06
P981	00:00:00	36.19	76.00	80.22	2.70	0.60	15.74	0.07
P982	00:00:00	87.24	203.00	98.51	0.08	2.37e-03	2.86e-05	0.02
P983	00:00:00	180.20	101.60	91.90	3.56	0.44	4.96	0.05
P984	00:00:00	16.03	101.60	108.96	2.92	0.36	2.49	0.04
P986	00:00:00	229.54	101.60	87.08	2.44	0.30	2.72	0.06
P987	00:00:00	94.56	101.60	96.41	1.47	0.18	0.87	0.05
P988	00:00:00	9.74	101.60	102.52	0.06	7.42e-03	2.34e-03	0.08
P989	00:00:00	91.59	51.00	82.07	0.47	0.23	4.05	0.08
P99	00:00:00	452.37	508.00	96.64	172.24	0.85	2.34	0.03
P990	00:00:00	78.87	102.00	85.79	1.25	0.15	0.80	0.07
P991	00:00:00	20.25	203.00	74.31	21.00	0.65	6.74	0.06
P992	00:00:00	69.15	203.00	80.64	20.06	0.62	5.32	0.06
P993	00:00:00	63.52	203.00	80.23	18.49	0.57	4.62	0.06
P994	00:00:00	115.39	203.00	83.09	17.28	0.53	3.82	0.05
P995	00:00:00	228.99	152.00	82.50	24.45	1.35	30.12	0.05
P996	00:00:00	10.22	203.00	84.58	66.88	2.07	45.32	0.04
P997	00:00:00	154.87	203.00	96.62	42.70	1.32	15.43	0.04
P998	00:00:00	107.98	203.00	90.64	43.37	1.34	17.88	0.04
P999	00:00:00	81.67	254.00	68.70	41.17	0.81	9.10	0.07
PU1	00:00:00	0.00	0.00	1.00	96.59	0.00	-31.84	0.00
PU2	00:00:00	0.00	0.00	1.00	96.61	0.00	-31.83	0.00
PU3	00:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU4	00:00:00	0.00	0.00	1.00	33.93	0.00	-63.95	0.00
PU5	00:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU6	00:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU7	00:00:00	0.00	0.00	1.00	49.02	0.00	-84.27	0.00
PU8	00:00:00	0.00	0.00	1.00	35.44	0.00	-61.38	0.00
PU9	00:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU10	00:00:00	0.00	0.00	1.00	30.69	0.00	-47.92	0.00
PU11	00:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
v1	00:00:00	0.00	203.20	131.23	4.25	0.13	53.29	0.00
V45	00:00:00	0.00	152.40	131.23	2.42	0.13	39.28	0.00
V47	00:00:00	0.00	101.60	131.23	2.28	0.28	51.30	0.00
V2	00:00:00	0.00	254.00	-1.00e+10	104.55	2.06	1.13e-07	0.00
P1	01:00:00	52.90	203.00	72.45	0.77	0.02	0.02	0.11
P10	01:00:00	79.23	76.00	108.01	1.31	0.29	2.36	0.04
P100	01:00:00	107.88	406.00	76.51	191.57	1.48	13.09	0.05
P1000	01:00:00	109.27	203.00	76.95	39.92	1.23	20.77	0.05
P101	01:00:00	243.37	254.00	84.21	0.37	7.37e-03	1.03e-03	0.09
P1016	01:00:00	164.77	305.00	85.24	39.07	0.53	2.27	0.05
P102	01:00:00	1.28e+03	508.00	92.95	176.44	0.87	2.63	0.03
P1022	01:00:00	200.76	102.00	99.58	0.12	0.01	7.56e-03	0.07
P1023	01:00:00	136.34	102.00	95.69	0.82	0.10	0.30	0.06
P1024	01:00:00	375.62	102.00	89.62	2.19	0.27	2.07	0.06
P1025	01:00:00	39.18	76.00	97.78	2.54	0.56	9.67	0.05
P1026	01:00:00	45.61	76.00	88.45	1.77	0.39	5.96	0.06
P1027	01:00:00	82.32	51.00	92.01	0.40	0.19	2.41	0.06
P1028	01:00:00	9.57	51.00	86.99	0.06	0.03	0.06	0.07
P1029	01:00:00	122.62	76.00	91.34	0.73	0.16	1.06	0.06
P103	01:00:00	35.98	254.00	79.37	8.56	0.17	0.38	0.07
P1030	01:00:00	95.25	76.00	104.61	1.41	0.31	2.85	0.04
P1031	01:00:00	188.28	152.00	84.37	7.75	0.43	3.41	0.06
P1032	01:00:00	143.29	152.00	98.43	7.30	0.40	2.29	0.04
P1033	01:00:00	128.79	152.00	84.69	7.36	0.41	3.06	0.06
P1034	01:00:00	52.87	203.00	97.42	0.37	0.01	2.33e-03	0.07
P1035	01:00:00	122.47	152.00	97.76	2.50	0.14	0.31	0.05
P1036	01:00:00	83.33	203.00	74.30	6.85	0.21	0.83	0.07
P1039	01:00:00	121.38	203.00	92.14	4.05	0.13	0.21	0.05
P104	01:00:00	33.11	203.00	99.89	0.26	7.92e-03	1.12e-03	0.07
P1040	01:00:00	29.45	152.00	94.69	2.04	0.11	0.22	0.05
P1041	01:00:00	307.54	102.00	112.51	1.79	0.22	0.88	0.04
P1042	01:00:00	84.54	152.00	76.15	1.54	0.08	0.21	0.09
P1044	01:00:00	65.80	203.00	100.22	20.10	0.62	3.57	0.04
P1045	01:00:00	68.63	203.00	118.82	20.32	0.63	2.66	0.03
P106	01:00:00	270.38	102.00	63.55	2.10	0.26	3.63	0.11
P107	01:00:00	357.00	203.00	80.51	5.28	0.16	0.45	0.07
P108	01:00:00	183.53	203.00	78.72	1.77	0.05	0.06	0.08
P109	01:00:00	218.52	203.00	76.89	5.80	0.18	0.58	0.07
P11	01:00:00	83.45	101.60	96.83	0.71	0.09	0.23	0.06
P110	01:00:00	425.83	508.00	98.99	171.93	0.85	2.23	0.03
P111	01:00:00	126.36	152.00	72.41	0.31	0.02	0.01	0.12
P112	01:00:00	646.98	305.00	68.60	1.06	0.01	4.25e-03	0.12
P113	01:00:00	310.73	152.00	85.35	5.87	0.32	2.02	0.06
P115	01:00:00	99.88	102.00	91.23	7.12	0.87	17.79	0.05
P116	01:00:00	204.54	152.00	93.47	3.65	0.20	0.71	0.05
P117	01:00:00	104.00	102.00	67.96	4.05	0.50	10.76	0.09
P118	01:00:00	115.91	102.00	84.67	2.40	0.29	2.72	0.06
P119	01:00:00	64.88	305.00	78.14	0.17	2.37e-03	1.17e-04	0.12
P12	01:00:00	85.24	406.00	89.66	21.23	0.16	0.17	0.05
P120	01:00:00	91.40	102.00	88.39	2.26	0.28	2.25	0.06
P121	01:00:00	42.23	152.00	100.37	0.31	0.02	6.39e-03	0.07
P122	01:00:00	45.06	305.00	78.98	13.79	0.19	0.38	0.06
P123	01:00:00	51.21	152.00	61.06	1.45	0.08	0.28	0.13
P124	01:00:00	99.09	102.00	78.83	0.53	0.07	0.19	0.09
P125	01:00:00	193.35	508.00	84.74	3.30	0.02	1.97e-03	0.07
P126	01:00:00	109.60	76.00	89.74	0.57	0.13	0.72	0.07
P127	01:00:00	87.22	102.00	73.68	0.86	0.11	0.53	0.10
P128	01:00:00	165.63	102.00	90.95	0.56	0.07	0.16	0.07
P129	01:00:00	79.59	102.00	78.07	0.42	0.05	0.12	0.10
P13	01:00:00	62.56	406.00	83.04	26.31	0.20	0.28	0.05
P130	01:00:00	56.79	76.00	70.71	0.89	0.20	2.51	0.10
P131	01:00:00	86.50	76.00	74.73	0.21	0.05	0.16	0.11
P132	01:00:00	67.35	76.00	88.54	0.66	0.14	0.95	0.07
P134	01:00:00	68.79	76.00	78.57	1.10	0.24	3.08	0.08
P136	01:00:00	241.77	102.00	75.73	1.16	0.14	0.87	0.09
P138	01:00:00	19.28	254.00	72.49	40.74	0.80	8.08	0.06
P139	01:00:00	73.66	406.00	68.72	20.95	0.16	0.27	0.08
P14	01:00:00	151.39	406.00	72.01	26.94	0.21	0.39	0.07
P140	01:00:00	222.30	102.00	107.83	0.59	0.07	0.13	0.05
P141	01:00:00	169.94	102.00	103.79	0.02	3.02e-03	2.47e-04	0.05
P142	01:00:00	16.61	152.40	85.39	1.91	0.10	0.25	0.07
P144	01:00:00	130.79	76.00	99.92	4.67	1.03	28.85	0.04
P147	01:00:00	60.08	203.00	92.84	0.52	0.02	4.72e-03	0.07
P148	01:00:00	561.69	305.00	96.44	39.07	0.53	1.81	0.04
P15	01:00:00	395.29	406.00	90.48	27.46	0.21	0.26	0.05
P150	01:00:00	93.19	152.00	103.15	1.55	0.09	0.12	0.05
P154	01:00:00	170.64	152.00	108.83	20.84	1.15	13.42	0.03
P155	01:00:00	59.38	101.60	105.71	7.14	0.88	13.87	0.04
P156	01:00:00	80.34	102.00	110.87	0.15	0.02	9.82e-03	0.06
P157	01:00:00	232.93	102.00	102.90	0.72	0.09	0.21	0.05
P158	01:00:00	69.88	76.00	105.07	0.66	0.15	0.71	0.05
P159	01:00:00	118.78	203.00	80.15	3.27	0.10	0.19	0.07
P16	01:00:00	252.34	102.00	97.25	4.15	0.51	5.82	0.05
P160	01:00:00	68.68	76.00	104.63	1.22	0.27	2.20	0.05
P161	01:00:00	40.31	76.00	90.01	2.12	0.47	8.11	0.06
P162	01:00:00	190.67	152.00	98.76	25.02	1.38	22.54	0.04
P163	01:00:00	67.74	203.00	94.23	0.87	0.03	0.01	0.07
P165	01:00:00	143.81	305.00	92.93	39.06	0.53	1.94	0.04
P166	01:00:00	235.00	101.60	93.60	4.41	0.54	7.13	0.05
P17	01:00:00	32.42	508.00	77.28	168.91	0.83	3.42	0.05
P174	01:00:00	278.59	102.00	89.32	0.78	0.10	0.31	0.07
P177	01:00:00	56.80	102.00	100.61	0.68	0.08	0.19	0.06
P18	01:00:00	283.30	508.00	100.30	166.76	0.82	2.06	0.03
P184	01:00:00	59.38	101.60	95.91	8.03	0.99	20.61	0.04
P19	01:00:00	750.87	508.00	97.70	58.49	0.29	0.31	0.04
P195	01:00:00	144.33	76.00	80.63	0.95	0.21	2.26	0.08
P2	01:00:00	295.25	203.00	62.05	6.83	0.21	1.18	0.11
P20	01:00:00	579.67	508.00	89.67	45.55	0.22	0.23	0.05
P201	01:00:00	102.19	76.00	96.63	0.57	0.13	0.62	0.06
P21	01:00:00	176.48	406.00	86.69	25.67	0.20	0.25	0.05
P211	01:00:00	202.33	76.00	84.05	0.53	0.12	0.72	0.08
P215	01:00:00	140.76	254.00	81.42	22.81	0.45	2.23	0.05
P218	01:00:00	54.55	102.00	81.77	0.61	0.07	0.23	0.08
P219	01:00:00	67.98	102.00	86.84	0.31	0.04	0.06	0.08
P22	01:00:00	567.30	406.00	81.11	191.36	1.48	11.73	0.04
P220	01:00:00	68.33	76.00	93.74	0.61	0.13	0.75	0.06
P223	01:00:00	108.98	203.00	93.22	0.65	0.02	7.13e-03	0.07
P225	01:00:00	120.77	102.00	92.69	0.08	9.73e-03	4.19e-03	0.09
P228	01:00:00	42.72	76.00	99.29	1.88	0.41	5.41	0.05
P23	01:00:00	316.91	508.00	77.16	190.47	0.94	4.28	0.05
P230	01:00:00	114.61	76.00	77.40	1.87	0.41	8.48	0.07
P231	01:00:00	12.21	76.00	98.42	1.59	0.35	4.01	0.05
P233	01:00:00	58.66	76.00	97.30	0.49	0.11	0.46	0.06
P234	01:00:00	41.63	76.00	87.21	0.98	0.21	2.04	0.07
P235	01:00:00	92.74	76.00	84.32	4.65	1.03	39.18	0.06
P237	01:00:00	12.01	305.00	5.06	48.09	0.66	624.13	8.63
P238	01:00:00	12.59	304.80	104.74	48.09	0.66	2.29	0.03
P24	01:00:00	71.05	508.00	88.62	172.31	0.85	2.75	0.04
P241	01:00:00	49.46	102.00	114.84	0.43	0.05	0.07	0.05
P242	01:00:00	25.06	152.40	99.01	1.42	0.08	0.11	0.05
P243	01:00:00	57.08	203.20	82.80	3.12	0.10	0.16	0.07
P245	01:00:00	18.65	152.40	120.40	34.46	1.89	27.89	0.02
P246	01:00:00	56.94	152.40	121.60	22.47	1.23	12.41	0.02
P248	01:00:00	6.96	152.40	110.07	21.90	1.20	14.22	0.03
P249	01:00:00	28.43	51.00	85.38	0.50	0.25	4.35	0.07
P25	01:00:00	4.30	508.00	74.38	186.68	0.92	4.42	0.05
P251	01:00:00	11.49	152.00	103.73	17.96	0.99	11.14	0.03
P252	01:00:00	135.44	305.00	82.30	48.09	0.66	3.56	0.05
P255	01:00:00	76.14	51.00	71.47	0.17	0.09	0.85	0.12
P256	01:00:00	55.17	305.00	94.86	48.09	0.66	2.74	0.04
P258	01:00:00	79.53	102.00	75.51	0.02	2.74e-03	5.84e-04	0.16
P259	01:00:00	136.09	102.00	83.09	0.12	0.02	0.01	0.10
P26	01:00:00	22.94	508.00	88.01	3.14	0.02	1.67e-03	0.07
P264	01:00:00	11.73	101.60	112.51	0.37	0.05	0.05	0.05
P266	01:00:00	55.29	101.60	107.06	0.51	0.06	0.10	0.05
P267	01:00:00	344.62	152.40	95.59	0.21	0.01	3.40e-03	0.08
P268	01:00:00	146.46	152.40	86.84	1.45	0.08	0.14	0.07
P27	01:00:00	163.63	254.00	69.11	1.38	0.03	0.02	0.11
P270	01:00:00	88.36	101.60	92.77	0.61	0.08	0.19	0.07
P272	01:00:00	143.88	102.00	73.95	0.99	0.12	0.68	0.09
P275	01:00:00	172.96	152.40	98.16	0.53	0.03	0.02	0.06
P28	01:00:00	117.42	152.00	88.27	0.67	0.04	0.03	0.07
P280	01:00:00	333.40	203.00	88.34	9.31e-08	2.88e-09	1.05e-10	0.00
P282	01:00:00	131.93	102.00	86.72	2.26	0.28	2.33	0.06
P284	01:00:00	198.97	76.20	89.13	0.62	0.14	0.84	0.07
P285	01:00:00	130.71	76.20	90.18	0.06	0.01	0.01	0.09
P286	01:00:00	155.58	101.60	90.01	0.26	0.03	0.04	0.08
P287	01:00:00	45.12	254.00	78.35	22.81	0.45	2.39	0.06
P288	01:00:00	226.74	76.20	85.05	1.10	0.24	2.66	0.07
P29	01:00:00	20.51	152.00	89.48	0.58	0.03	0.03	0.07
P290	01:00:00	46.28	76.20	89.44	0.24	0.05	0.14	0.08
P291	01:00:00	132.94	305.00	107.08	48.09	0.66	2.19	0.03
P292	01:00:00	13.54	305.00	97.27	48.09	0.66	2.61	0.04
P293	01:00:00	125.20	305.00	92.16	48.09	0.66	2.89	0.04
P294	01:00:00	101.20	102.00	79.97	1.15	0.14	0.77	0.08
P295	01:00:00	133.23	76.00	72.41	3.01	0.66	23.25	0.08
P296	01:00:00	231.87	76.00	82.96	0.02	4.11e-03	0.05	4.03
P297	01:00:00	42.53	406.00	73.00	107.86	0.83	4.93	0.06
P298	01:00:00	40.11	305.00	84.55	78.27	1.07	8.36	0.04
P299	01:00:00	61.51	102.00	87.71	1.91	0.23	1.66	0.06
P3	01:00:00	136.52	300.00	73.65	13.23	0.19	0.43	0.07
P30	01:00:00	40.89	254.00	86.71	1.35	0.03	0.01	0.07
P301	01:00:00	45.31	305.00	85.19	77.82	1.07	8.15	0.04
P302	01:00:00	178.28	305.00	80.34	77.65	1.06	9.05	0.05
P303	01:00:00	131.94	76.00	88.33	0.61	0.13	0.83	0.07
P304	01:00:00	268.74	101.60	89.39	0.33	0.04	0.06	0.08
P305	01:00:00	43.41	203.00	90.80	1.38e-07	4.27e-09	1.80e-11	0.00
P307	01:00:00	47.30	305.00	60.51	77.49	1.06	15.24	0.08
P308	01:00:00	334.57	305.00	88.08	48.09	0.66	3.14	0.04
P309	01:00:00	128.80	101.60	94.96	0.60	0.07	0.17	0.06
P31	01:00:00	144.67	152.00	108.77	5.40	0.30	1.10	0.04
P310	01:00:00	9.00	610.00	87.27	192.30	0.66	1.42	0.04
P316	01:00:00	11.62	610.00	70.45	192.30	0.66	2.12	0.06
P319	01:00:00	10.54	610.00	76.59	2.98e-05	1.02e-07	1.64e-12	1.90
P32	01:00:00	84.44	152.00	103.56	8.83	0.49	3.00	0.04
P320	01:00:00	11.47	610.00	76.52	96.14	0.33	0.50	0.06
P322	01:00:00	11.50	610.00	89.43	96.14	0.33	0.38	0.04
P323	01:00:00	11.47	610.00	84.69	2.71e-05	9.27e-08	1.51e-12	0.00
P329	01:00:00	134.52	152.00	100.18	1.66	0.09	0.14	0.05
P33	01:00:00	22.81	254.00	73.04	7.23	0.14	0.32	0.08
P330	01:00:00	66.79	76.00	96.42	0.78	0.17	1.12	0.06
P331	01:00:00	93.46	51.00	93.19	0.32	0.16	1.60	0.07
P336	01:00:00	182.99	152.00	92.17	4.40	0.24	1.02	0.05
P337	01:00:00	20.49	305.00	5.62	23.84	0.33	139.47	7.84
P338	01:00:00	74.38	76.00	100.36	0.12	0.03	0.03	0.07
P339	01:00:00	307.49	102.00	88.65	0.72	0.09	0.27	0.07
P34	01:00:00	98.00	508.00	78.51	178.84	0.88	3.69	0.05
P340	01:00:00	96.21	305.00	101.08	31.73	0.43	1.13	0.04
P341	01:00:00	189.74	305.00	94.64	27.90	0.38	1.00	0.04
P343	01:00:00	111.65	152.00	100.29	4.92	0.27	1.08	0.04
P344	01:00:00	45.26	152.00	85.91	4.72	0.26	1.33	0.06
P346	01:00:00	54.91	51.00	93.91	0.05	0.02	0.04	0.09
P347	01:00:00	385.56	305.00	96.24	17.68	0.24	0.41	0.04
P348	01:00:00	42.47	305.00	88.73	18.42	0.25	0.52	0.05
P349	01:00:00	39.12	305.00	97.01	20.12	0.28	0.52	0.04
P35	01:00:00	64.56	152.00	84.38	1.27	0.07	0.12	0.07
P350	01:00:00	400.16	203.00	99.86	0.45	0.01	3.15e-03	0.07
P37	01:00:00	180.61	203.00	97.80	0.13	4.13e-03	3.47e-04	0.08
P372	01:00:00	6.42	101.60	113.11	8.17	1.01	15.68	0.03
P374	01:00:00	15.83	254.00	91.92	33.35	0.66	3.60	0.04
P375	01:00:00	7.79	254.00	75.49	33.35	0.66	5.18	0.06
P376	01:00:00	6.64	254.00	102.69	33.35	0.66	2.93	0.03
P378	01:00:00	6.47	254.00	112.45	33.35	0.66	2.48	0.03
P379	01:00:00	6.43	254.00	101.78	48.09	0.95	5.86	0.03
P38	01:00:00	169.49	76.00	106.47	1.40	0.31	2.74	0.04
P380	01:00:00	4.79	254.00	87.81	48.09	0.95	7.70	0.04
P381	01:00:00	5.53	304.80	119.21	48.09	0.66	1.80	0.02
P383	01:00:00	19.56	152.00	80.15	3.72	0.21	0.97	0.07
P384	01:00:00	26.14	76.00	101.91	2.65	0.58	9.71	0.04
P385	01:00:00	106.53	305.00	76.02	28.49	0.39	1.56	0.06
P386	01:00:00	8.12	152.00	79.90	10.00	0.55	6.10	0.06
P39	01:00:00	190.12	102.00	95.44	0.01	1.31e-03	8.41e-05	0.10
P397	01:00:00	13.16	203.20	87.43	65.39	2.02	40.70	0.04
P398	01:00:00	6.75	203.20	91.05	30.39	0.94	9.13	0.04
P399	01:00:00	9.71	203.20	81.41	30.39	0.94	11.23	0.05
P40	01:00:00	143.64	102.00	107.91	6.80	0.83	11.96	0.03
P402	01:00:00	6.12	203.20	89.15	4.52e-05	1.39e-06	1.53e-10	0.31
P403	01:00:00	6.86	152.40	111.47	35.01	1.92	33.13	0.03
P409	01:00:00	26.38	152.40	89.90	35.01	1.92	49.34	0.04
P410	01:00:00	7.70	203.20	85.67	4.55e-05	1.40e-06	1.67e-10	0.34
P42	01:00:00	32.93	152.00	114.92	3.34	0.18	0.41	0.04
P424	01:00:00	27.80	203.20	124.99	30.39	0.94	5.08	0.02
P43	01:00:00	36.18	203.00	88.54	0.18	5.54e-03	7.20e-04	0.09
P44	01:00:00	247.65	152.00	115.17	20.12	1.11	11.32	0.03
P443	01:00:00	67.31	305.00	85.58	77.20	1.06	7.96	0.04
P445	01:00:00	7.80	254.00	86.21	104.73	2.07	33.70	0.04
P446	01:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	01:00:00	19.47	254.00	96.97	3.36e-08	6.63e-10	0.00	0.00
P46	01:00:00	70.86	102.00	112.66	0.08	9.50e-03	2.79e-03	0.06
P465	01:00:00	18.20	254.00	86.57	104.25	2.06	33.16	0.04
P467	01:00:00	15.17	254.00	96.15	104.25	2.06	27.30	0.03
P468	01:00:00	31.29	254.00	105.27	81.44	1.61	14.61	0.03
P48	01:00:00	28.98	152.00	113.52	2.95	0.16	0.33	0.04
P482	01:00:00	321.89	152.00	78.90	1.37	0.08	0.16	0.08
P484	01:00:00	336.57	203.00	79.98	28.89	0.89	10.62	0.05
P49	01:00:00	134.92	152.00	121.71	0.48	0.03	0.01	0.04
P492	01:00:00	157.32	101.60	114.11	0.23	0.03	0.02	0.05
P5	01:00:00	588.97	406.00	83.56	4.23	0.03	9.54e-03	0.07
P500	01:00:00	24.23	203.00	112.62	0.30	9.39e-03	1.22e-03	0.06
P501	01:00:00	11.32	152.40	111.45	0.91	0.05	0.04	0.05
P502	01:00:00	9.19	76.20	99.59	0.88	0.19	1.31	0.05
P51	01:00:00	57.47	102.00	92.24	1.76	0.22	1.31	0.06
P510	01:00:00	193.37	102.00	104.95	1.28e-05	1.57e-06	4.75e-12	0.00
P52	01:00:00	83.26	102.00	89.65	1.02	0.12	0.50	0.06
P524	01:00:00	170.54	305.00	96.23	20.66	0.28	0.55	0.04
P527	01:00:00	149.04	305.00	73.12	23.37	0.32	1.16	0.07
P529	01:00:00	212.31	102.00	103.92	0.72	0.09	0.20	0.05
P53	01:00:00	10.32	203.00	87.56	30.39	0.94	9.86	0.04
P54	01:00:00	111.67	51.00	92.40	0.80	0.39	8.76	0.06
P55	01:00:00	99.86	76.00	87.65	1.99	0.44	7.59	0.06
P57	01:00:00	288.77	152.00	99.60	25.35	1.40	22.73	0.03
P58	01:00:00	503.91	102.00	100.85	9.04	1.11	22.96	0.04
P596	01:00:00	76.39	76.00	112.81	2.40	0.53	6.69	0.04
P597	01:00:00	79.68	102.00	101.12	0.39	0.05	0.07	0.06
P6	01:00:00	199.39	152.00	94.65	0.77	0.04	0.04	0.06
P609	01:00:00	86.07	76.00	111.63	3.91	0.86	16.91	0.03
P610	01:00:00	206.58	76.00	95.80	1.82e-05	4.01e-06	3.58e-11	0.00
P63	01:00:00	165.95	254.00	88.73	3.65	0.07	0.06	0.06
P633	01:00:00	173.88	152.00	119.13	4.06	0.22	0.55	0.03
P64	01:00:00	126.63	203.00	80.25	3.15	0.10	0.17	0.07
P65	01:00:00	164.93	102.00	101.95	3.12	0.38	3.14	0.04
P67	01:00:00	330.24	203.00	74.11	2.84	0.09	0.17	0.09
P670	01:00:00	54.41	152.00	98.70	3.41e-05	1.88e-06	1.54e-10	0.13
P671	01:00:00	62.97	152.00	94.84	1.82e-05	1.00e-06	1.38e-12	0.00
P68	01:00:00	302.74	305.00	83.22	0.95	0.01	2.41e-03	0.09
P69	01:00:00	103.63	152.00	72.35	3.86	0.21	1.26	0.08
P697	01:00:00	88.89	102.00	97.76	5.38e-06	6.58e-07	1.95e-13	0.00
P7	01:00:00	60.22	508.00	78.45	20.22	0.10	0.07	0.07
P70	01:00:00	88.36	152.00	72.84	1.74	0.10	0.28	0.09
P71	01:00:00	419.40	254.00	84.73	0.36	7.15e-03	9.64e-04	0.09
P72	01:00:00	247.46	305.00	85.04	3.71	0.05	0.03	0.07
P724	01:00:00	92.72	152.00	96.71	0.29	0.02	6.14e-03	0.07
P725	01:00:00	117.32	152.00	105.29	0.66	0.04	0.02	0.05
P752	01:00:00	70.36	152.00	106.17	7.64	0.42	2.19	0.04
P753	01:00:00	71.91	152.00	89.52	6.69	0.37	2.35	0.05
P754	01:00:00	92.49	51.00	84.83	5.39e-06	2.64e-06	1.01e-11	0.00
P755	01:00:00	47.12	305.00	114.13	0.59	8.02e-03	5.55e-04	0.05
P756	01:00:00	41.66	305.00	107.92	0.66	9.01e-03	7.63e-04	0.06
P757	01:00:00	568.43	305.00	99.83	1.22	0.02	2.77e-03	0.06
P758	01:00:00	102.21	305.00	93.36	1.91	0.03	7.16e-03	0.06
P759	01:00:00	97.19	152.00	104.44	6.88	0.38	1.86	0.04
P760	01:00:00	88.54	152.00	101.85	7.04	0.39	2.03	0.04
P761	01:00:00	171.27	152.00	96.99	7.38	0.41	2.43	0.04
P763	01:00:00	387.59	305.00	112.21	1.34	0.02	2.66e-03	0.05
P766	01:00:00	37.85	152.00	95.04	1.23	0.07	0.09	0.06
